Activity,Type,Start,Finish,Details
Feeding,Bottle,"2025-03-17, 10:40","2025-03-17, 10:50","189ml, formula"
Feeding,Bottle,"2025-03-17, 08:00","2025-03-17, 08:15","124ml, formula"
Feeding,Bottle,"2025-03-17, 03:10","2025-03-17, 03:20","72ml, formula"
Feeding,Bottle,"2025-03-16, 20:20","2025-03-16, 20:35","121ml, formula"
Feeding,Bottle,"2025-03-16, 16:45","2025-03-16, 17:10","189ml, formula"
Feeding,Bottle,"2025-03-16, 13:40","2025-03-16, 14:56","190ml, formula"
Feeding,Bottle,"2025-03-16, 10:25","2025-03-16, 10:35","201ml, formula"
Feeding,Bottle,"2025-03-16, 07:05","2025-03-16, 07:15","105ml, formula"
Feeding,Bottle,"2025-03-16, 01:20","2025-03-16, 01:25","67ml, formula"
Feeding,Bottle,"2025-03-15, 19:50","2025-03-15, 20:10","134ml, formula"
Feeding,Bottle,"2025-03-15, 16:40","2025-03-15, 16:50","182ml, formula"
Feeding,Bottle,"2025-03-15, 13:30","2025-03-15, 13:45","133ml, formula"
Feeding,Bottle,"2025-03-15, 10:10","2025-03-15, 10:20","163ml, formula"
Feeding,Bottle,"2025-03-15, 07:00","2025-03-15, 07:30","143ml, formula"
Feeding,Bottle,"2025-03-15, 03:30","2025-03-15, 03:36","36ml, formula"
Feeding,Bottle,"2025-03-14, 21:10","2025-03-14, 21:40","75ml, formula"
Feeding,Bottle,"2025-03-14, 17:30","2025-03-14, 18:00","179ml, formula"
Feeding,Bottle,"2025-03-14, 14:30","2025-03-14, 14:45","174ml, formula"
Feeding,Bottle,"2025-03-14, 11:40","2025-03-14, 12:00","167ml, formula"
Feeding,Bottle,"2025-03-14, 08:00","2025-03-14, 08:15","98ml, formula"
Feeding,Bottle,"2025-03-14, 06:45","2025-03-14, 07:00","60ml, formula"
Feeding,Bottle,"2025-03-14, 02:45","2025-03-14, 03:00","86ml, formula"
Feeding,Bottle,"2025-03-13, 20:20","2025-03-13, 20:50","154ml, formula"
Feeding,Bottle,"2025-03-13, 16:25","2025-03-13, 16:40","209ml, formula"
Feeding,Bottle,"2025-03-13, 13:20","2025-03-13, 13:40","120ml, formula"
Feeding,Bottle,"2025-03-13, 10:10","2025-03-13, 10:25","184ml, formula"
Feeding,Bottle,"2025-03-13, 07:30","2025-03-13, 07:45","129ml, formula"
Feeding,Bottle,"2025-03-13, 02:25","2025-03-13, 02:45","149ml, formula"
Feeding,Bottle,"2025-03-12, 20:15","2025-03-12, 20:30","149ml, formula"
Feeding,Bottle,"2025-03-12, 17:00","2025-03-12, 17:10","206ml, formula"
Feeding,Bottle,"2025-03-12, 14:00","2025-03-12, 14:40","137ml, formula"
Feeding,Bottle,"2025-03-12, 10:40","2025-03-12, 11:00","135ml, formula"
Feeding,Bottle,"2025-03-12, 07:10","2025-03-12, 07:15","64ml, formula"
Feeding,Bottle,"2025-03-12, 03:20","2025-03-12, 03:25","89ml, formula"
Feeding,Bottle,"2025-03-11, 20:00","2025-03-11, 20:10","139ml, formula"
Feeding,Bottle,"2025-03-11, 16:50","2025-03-11, 16:55","148ml, formula"
Feeding,Bottle,"2025-03-11, 14:00","2025-03-11, 14:15","119ml, formula"
Feeding,Bottle,"2025-03-11, 11:05","2025-03-11, 11:15","102ml, formula"
Feeding,Bottle,"2025-03-11, 09:50","2025-03-11, 10:00","51ml, formula"
Feeding,Bottle,"2025-03-11, 07:20","2025-03-11, 07:35","72ml, formula"
Feeding,Bottle,"2025-03-11, 02:10","2025-03-11, 02:30","66ml, formula"
Feeding,Bottle,"2025-03-10, 20:15","2025-03-10, 20:30","133ml, formula"
Feeding,Bottle,"2025-03-10, 17:10","2025-03-10, 17:25","134ml, formula"
Feeding,Bottle,"2025-03-10, 14:15","2025-03-10, 14:40","106ml, formula"
Feeding,Bottle,"2025-03-10, 11:15","2025-03-10, 11:30","132ml, formula"
Feeding,Bottle,"2025-03-10, 08:15","2025-03-10, 08:45","107ml, formula"
Feeding,Bottle,"2025-03-10, 03:40","2025-03-10, 03:55","107ml, formula"
Feeding,Bottle,"2025-03-09, 22:15","2025-03-09, 22:30","129ml, formula"
Feeding,Bottle,"2025-03-09, 19:15","2025-03-09, 19:25","109ml, formula"
Feeding,Bottle,"2025-03-09, 16:30","2025-03-09, 16:40","140ml, formula"
Feeding,Bottle,"2025-03-09, 13:30","2025-03-09, 13:45","149ml, formula"
Feeding,Bottle,"2025-03-09, 10:30","2025-03-09, 10:40","155ml, formula"
Feeding,Bottle,"2025-03-09, 07:10","2025-03-09, 07:25","90ml, formula"
Feeding,Bottle,"2025-03-09, 02:55","2025-03-09, 03:10","83ml, formula"
Feeding,Bottle,"2025-03-08, 22:00","2025-03-08, 22:15","68ml, formula"
Feeding,Bottle,"2025-03-08, 19:00","2025-03-08, 19:15","103ml, formula"
Feeding,Bottle,"2025-03-08, 16:05","2025-03-08, 16:15","120ml, formula"
Feeding,Bottle,"2025-03-08, 13:15","2025-03-08, 13:45","90ml, formula"
Feeding,Bottle,"2025-03-08, 10:55","2025-03-08, 11:15","139ml, formula"
Feeding,Bottle,"2025-03-08, 08:45","2025-03-08, 09:10","121ml, formula"
Feeding,Bottle,"2025-03-08, 05:45","2025-03-08, 05:55","84ml, formula"
Feeding,Bottle,"2025-03-08, 01:35","2025-03-08, 01:50","117ml, formula"
Feeding,Bottle,"2025-03-07, 21:15","2025-03-07, 21:45","46ml, formula"
Feeding,Bottle,"2025-03-07, 19:00","2025-03-07, 19:15","131ml, formula"
Feeding,Bottle,"2025-03-07, 16:45","2025-03-07, 17:05","138ml, formula"
Feeding,Bottle,"2025-03-07, 14:20","2025-03-07, 14:30","71ml, formula"
Feeding,Bottle,"2025-03-07, 12:00","2025-03-07, 12:25","67ml, formula"
Feeding,Bottle,"2025-03-07, 09:50","2025-03-07, 10:00","130ml, formula"
Feeding,Bottle,"2025-03-07, 07:15","2025-03-07, 07:30","74ml, formula"
Feeding,Bottle,"2025-03-07, 03:10","2025-03-07, 03:20","102ml, formula"
Feeding,Bottle,"2025-03-06, 21:25","2025-03-06, 21:40","110ml, formula"
Feeding,Bottle,"2025-03-06, 19:05","2025-03-06, 19:54","114ml, formula"
Feeding,Bottle,"2025-03-06, 17:05","2025-03-06, 17:25","94ml, formula"
Feeding,Bottle,"2025-03-06, 14:40","2025-03-06, 14:55","154ml, formula"
Feeding,Bottle,"2025-03-06, 12:20","2025-03-06, 12:35","149ml, formula"
Feeding,Bottle,"2025-03-06, 10:00","2025-03-06, 10:10","118ml, formula"
Feeding,Bottle,"2025-03-06, 07:15","2025-03-06, 07:45","97ml, formula"
Feeding,Bottle,"2025-03-06, 03:35","2025-03-06, 03:45","62ml, formula"
Feeding,Bottle,"2025-03-05, 21:40","2025-03-05, 21:50","113ml, formula"
Feeding,Bottle,"2025-03-05, 19:25","2025-03-05, 19:35","71ml, formula"
Feeding,Bottle,"2025-03-05, 17:30","2025-03-05, 18:30","108ml, formula"
Feeding,Bottle,"2025-03-05, 15:10","2025-03-05, 15:20","108ml, formula"
Feeding,Bottle,"2025-03-05, 12:00","2025-03-05, 12:15","125ml, formula"
Feeding,Bottle,"2025-03-05, 09:40","2025-03-05, 09:50","120ml, formula"
Feeding,Bottle,"2025-03-05, 05:40","2025-03-05, 05:55","100ml, formula"
Feeding,Bottle,"2025-03-05, 02:10","2025-03-05, 02:20","71ml, formula"
Feeding,Bottle,"2025-03-04, 21:00","2025-03-04, 21:15","106ml, formula"
Feeding,Bottle,"2025-03-04, 19:00","2025-03-04, 19:10","50ml, formula"
Feeding,Bottle,"2025-03-04, 18:30","2025-03-04, 18:40","86ml, formula"
Feeding,Bottle,"2025-03-04, 16:30","2025-03-04, 16:40","101ml, formula"
Feeding,Bottle,"2025-03-04, 14:00","2025-03-04, 14:10","74ml, formula"
Feeding,Bottle,"2025-03-04, 12:55","2025-03-04, 13:00","69ml, formula"
Feeding,Bottle,"2025-03-04, 10:45","2025-03-04, 11:00","154ml, formula"
Feeding,Bottle,"2025-03-04, 09:00","2025-03-04, 09:15","86ml, formula"
Feeding,Bottle,"2025-03-04, 05:15","2025-03-04, 05:25","129ml, formula"
Feeding,Bottle,"2025-03-04, 01:40","2025-03-04, 02:01","83ml, formula"
Feeding,Bottle,"2025-03-03, 20:10","2025-03-03, 20:25","136ml, formula"
Feeding,Bottle,"2025-03-03, 17:30","2025-03-03, 17:40","137ml, formula"
Feeding,Bottle,"2025-03-03, 15:15","2025-03-03, 15:30","89ml, formula"
Feeding,Bottle,"2025-03-03, 12:35","2025-03-03, 12:49","121ml, formula"
Feeding,Bottle,"2025-03-03, 09:50","2025-03-03, 10:00","128ml, formula"
Feeding,Bottle,"2025-03-03, 07:30","2025-03-03, 07:50","73ml, formula"
Feeding,Bottle,"2025-03-03, 05:45","2025-03-03, 05:50","43ml, formula"
Feeding,Bottle,"2025-03-03, 02:15","2025-03-03, 02:30","48ml, formula"
Feeding,Bottle,"2025-03-02, 21:15","2025-03-02, 21:25","25ml, formula"
Feeding,Bottle,"2025-03-02, 20:10","2025-03-02, 20:30","46ml, formula"
Feeding,Bottle,"2025-03-02, 17:55","2025-03-02, 18:25","156ml, formula"
Feeding,Bottle,"2025-03-02, 15:15","2025-03-02, 15:30","93ml, formula"
Feeding,Bottle,"2025-03-02, 13:15","2025-03-02, 13:30","162ml, formula"
Feeding,Bottle,"2025-03-02, 10:30","2025-03-02, 10:40","61ml, formula"
Feeding,Bottle,"2025-03-02, 08:15","2025-03-02, 08:30","126ml, formula"
Feeding,Bottle,"2025-03-02, 04:25","2025-03-02, 04:40","76ml, formula"
Feeding,Bottle,"2025-03-02, 01:45","2025-03-02, 02:00","71ml, formula"
Feeding,Bottle,"2025-03-01, 19:55","2025-03-01, 20:05","89ml, formula"
Feeding,Bottle,"2025-03-01, 17:40","2025-03-01, 17:55","138ml, formula"
Feeding,Bottle,"2025-03-01, 15:20","2025-03-01, 15:35","160ml, formula"
Feeding,Bottle,"2025-03-01, 12:30","2025-03-01, 12:45","109ml, formula"
Feeding,Bottle,"2025-03-01, 10:20","2025-03-01, 10:30","55ml, formula"
Feeding,Bottle,"2025-03-01, 08:30","2025-03-01, 08:49","90ml, formula"
Feeding,Bottle,"2025-03-01, 06:00","2025-03-01, 06:10","37ml, formula"
Feeding,Bottle,"2025-03-01, 02:10","2025-03-01, 02:30","75ml, formula"
Feeding,Bottle,"2025-02-28, 20:25","2025-02-28, 20:35","95ml, formula"
Feeding,Bottle,"2025-02-28, 18:20","2025-02-28, 18:30","90ml, formula"
Feeding,Bottle,"2025-02-28, 15:45","2025-02-28, 16:00","109ml, formula"
Feeding,Bottle,"2025-02-28, 13:05","2025-02-28, 13:15","74ml, formula"
Feeding,Bottle,"2025-02-28, 11:20","2025-02-28, 11:30","88ml, formula"
Feeding,Bottle,"2025-02-28, 09:15","2025-02-28, 09:25","131ml, formula"
Feeding,Bottle,"2025-02-28, 07:15","2025-02-28, 07:25","68ml, formula"
Feeding,Bottle,"2025-02-28, 03:20","2025-02-28, 03:30","150ml, formula"
Feeding,Bottle,"2025-02-27, 21:00","2025-02-27, 22:00","90ml, formula"
Feeding,Bottle,"2025-02-27, 18:10","2025-02-27, 18:57","99ml, formula"
Feeding,Bottle,"2025-02-27, 15:20","2025-02-27, 15:30","76ml, formula"
Feeding,Bottle,"2025-02-27, 12:45","2025-02-27, 13:00","92ml, formula"
Feeding,Bottle,"2025-02-27, 10:15","2025-02-27, 10:30","90ml, formula"
Feeding,Bottle,"2025-02-27, 07:10","2025-02-27, 07:30","88ml, formula"
Feeding,Bottle,"2025-02-27, 04:10","2025-02-27, 04:20","70ml, formula"
Feeding,Bottle,"2025-02-26, 22:00","2025-02-26, 22:20","78ml, formula"
Feeding,Bottle,"2025-02-26, 19:05","2025-02-26, 19:25","154ml, formula"
Feeding,Bottle,"2025-02-26, 16:30","2025-02-26, 16:50","140ml, formula"
Feeding,Bottle,"2025-02-26, 14:20","2025-02-26, 14:30","96ml, formula"
Feeding,Bottle,"2025-02-26, 12:00","2025-02-26, 12:15","139ml, formula"
Feeding,Bottle,"2025-02-26, 09:00","2025-02-26, 09:15","132ml, formula"
Feeding,Bottle,"2025-02-26, 06:10","2025-02-26, 06:30","56ml, formula"
Feeding,Bottle,"2025-02-26, 03:15","2025-02-26, 03:25","130ml, formula"
Feeding,Bottle,"2025-02-25, 23:45","2025-02-25, 23:55","46ml, formula"
Feeding,Bottle,"2025-02-25, 20:00","2025-02-25, 20:15","112ml, formula"
Feeding,Bottle,"2025-02-25, 17:25","2025-02-25, 17:40","145ml, formula"
Feeding,Bottle,"2025-02-25, 15:45","2025-02-25, 16:00","95ml, formula"
Feeding,Bottle,"2025-02-25, 12:30","2025-02-25, 13:17","88ml, formula"
Feeding,Bottle,"2025-02-25, 09:15","2025-02-25, 09:30","120ml, formula"
Feeding,Bottle,"2025-02-25, 06:30","2025-02-25, 06:45","127ml, formula"
Feeding,Bottle,"2025-02-25, 03:10","2025-02-25, 03:30","44ml, formula"
Feeding,Bottle,"2025-02-24, 22:45","2025-02-24, 23:00","123ml, formula"
Feeding,Bottle,"2025-02-24, 21:00","2025-02-24, 21:15","46ml, formula"
Feeding,Bottle,"2025-02-24, 18:30","2025-02-24, 18:37","103ml, formula"
Feeding,Bottle,"2025-02-24, 16:50","2025-02-24, 17:00","65ml, formula"
Feeding,Bottle,"2025-02-24, 14:10","2025-02-24, 14:25","74ml, formula"
Feeding,Bottle,"2025-02-24, 11:00","2025-02-24, 11:15","82ml, formula"
Feeding,Bottle,"2025-02-24, 08:10","2025-02-24, 08:30","110ml, formula"
Feeding,Bottle,"2025-02-24, 04:30","2025-02-24, 04:45","103ml, formula"
Feeding,Bottle,"2025-02-24, 00:00","2025-02-24, 00:15","111ml, formula"
Feeding,Bottle,"2025-02-23, 20:40","2025-02-23, 20:55","163ml, formula"
Feeding,Bottle,"2025-02-23, 17:45","2025-02-23, 18:15","126ml, formula"
Feeding,Bottle,"2025-02-23, 15:10","2025-02-23, 15:25","104ml, formula"
Feeding,Bottle,"2025-02-23, 12:15","2025-02-23, 12:30","125ml, formula"
Feeding,Bottle,"2025-02-23, 10:15","2025-02-23, 10:35","97ml, formula"
Feeding,Bottle,"2025-02-23, 07:55","2025-02-23, 08:25","105ml, formula"
Feeding,Bottle,"2025-02-23, 04:05","2025-02-23, 04:35","94ml, formula"
Feeding,Bottle,"2025-02-23, 02:00","2025-02-23, 02:05","27ml, formula"
Feeding,Bottle,"2025-02-22, 22:20","2025-02-22, 22:35","138ml, formula"
Feeding,Bottle,"2025-02-22, 19:45","2025-02-22, 20:00","147ml, formula"
Feeding,Bottle,"2025-02-22, 17:30","2025-02-22, 17:45","117ml, formula"
Feeding,Bottle,"2025-02-22, 15:30","2025-02-22, 15:45","131ml, formula"
Feeding,Bottle,"2025-02-22, 12:40","2025-02-22, 13:00","79ml, formula"
Feeding,Bottle,"2025-02-22, 09:40","2025-02-22, 10:20","166ml, formula"
Feeding,Bottle,"2025-02-22, 07:10","2025-02-22, 07:25","79ml, formula"
Feeding,Bottle,"2025-02-22, 03:35","2025-02-22, 03:45","77ml, formula"
Feeding,Bottle,"2025-02-22, 00:05","2025-02-22, 00:20","30ml, formula"
Feeding,Bottle,"2025-02-21, 20:30","2025-02-21, 20:45","115ml, formula"
Feeding,Bottle,"2025-02-21, 18:25","2025-02-21, 18:40","98ml, formula"
Feeding,Bottle,"2025-02-21, 16:00","2025-02-21, 16:20","107ml, formula"
Feeding,Bottle,"2025-02-21, 13:45","2025-02-21, 13:55","72ml, formula"
Feeding,Bottle,"2025-02-21, 11:05","2025-02-21, 11:15","149ml, formula"
Feeding,Bottle,"2025-02-21, 08:35","2025-02-21, 08:50","102ml, formula"
Feeding,Bottle,"2025-02-21, 05:00","2025-02-21, 05:30","104ml, formula"
Feeding,Bottle,"2025-02-21, 01:40","2025-02-21, 01:50","28ml, formula"
Feeding,Bottle,"2025-02-20, 22:05","2025-02-20, 22:25","86ml, formula"
Feeding,Bottle,"2025-02-20, 19:45","2025-02-20, 20:00","86ml, formula"
Feeding,Bottle,"2025-02-20, 17:15","2025-02-20, 17:30","124ml, formula"
Feeding,Bottle,"2025-02-20, 15:00","2025-02-20, 15:30","149ml, formula"
Feeding,Bottle,"2025-02-20, 11:40","2025-02-20, 12:00","117ml, formula"
Feeding,Bottle,"2025-02-20, 08:30","2025-02-20, 08:50","93ml, formula"
Feeding,Bottle,"2025-02-20, 05:25","2025-02-20, 05:40","53ml, formula"
Feeding,Bottle,"2025-02-20, 02:25","2025-02-20, 02:44","90ml, formula"
Feeding,Bottle,"2025-02-19, 22:45","2025-02-19, 23:04","114ml, formula"
Feeding,Bottle,"2025-02-19, 20:40","2025-02-19, 20:55","39ml, formula"
Feeding,Bottle,"2025-02-19, 18:50","2025-02-19, 19:10","91ml, formula"
Feeding,Bottle,"2025-02-19, 17:05","2025-02-19, 17:15","73ml, formula"
Feeding,Bottle,"2025-02-19, 15:20","2025-02-19, 15:40","95ml, formula"
Feeding,Bottle,"2025-02-19, 12:30","2025-02-19, 12:45","71ml, formula"
Feeding,Bottle,"2025-02-19, 10:20","2025-02-19, 10:40","104ml, formula"
Feeding,Bottle,"2025-02-19, 08:20","2025-02-19, 08:43","83ml, formula"
Feeding,Bottle,"2025-02-19, 04:30","2025-02-19, 05:00","80ml, formula"
Feeding,Bottle,"2025-02-18, 22:50","2025-02-18, 23:15","57ml, formula"
Feeding,Bottle,"2025-02-18, 20:20","2025-02-18, 20:30","101ml, formula"
Feeding,Bottle,"2025-02-18, 18:15","2025-02-18, 18:30","117ml, formula"
Feeding,Bottle,"2025-02-18, 16:45","2025-02-18, 17:05","146ml, formula"
Feeding,Bottle,"2025-02-18, 14:00","2025-02-18, 14:25","109ml, formula"
Feeding,Bottle,"2025-02-18, 11:20","2025-02-18, 11:50","100ml, formula"
Feeding,Bottle,"2025-02-18, 07:30","2025-02-18, 08:45","105ml, formula"
Feeding,Bottle,"2025-02-18, 03:40","2025-02-18, 03:50","74ml, formula"
Feeding,Bottle,"2025-02-17, 23:55","2025-02-18, 00:15","29ml, formula"
Feeding,Bottle,"2025-02-17, 20:30","2025-02-17, 20:45","91ml, formula"
Feeding,Bottle,"2025-02-17, 18:10","2025-02-17, 18:30","113ml, formula"
Feeding,Bottle,"2025-02-17, 16:15","2025-02-17, 16:25","69ml, formula"
Feeding,Bottle,"2025-02-17, 14:30","2025-02-17, 15:00","64ml, formula"
Feeding,Bottle,"2025-02-17, 13:00","2025-02-17, 13:20","89ml, formula"
Feeding,Bottle,"2025-02-17, 09:45","2025-02-17, 10:15","96ml, formula"
Feeding,Bottle,"2025-02-17, 06:55","2025-02-17, 07:25","89ml, formula"
Feeding,Bottle,"2025-02-17, 03:30","2025-02-17, 03:40","28ml, formula"
Feeding,Bottle,"2025-02-16, 23:40","2025-02-16, 23:55","56ml, formula"
Feeding,Bottle,"2025-02-16, 20:10","2025-02-16, 20:30","118ml, formula"
Feeding,Bottle,"2025-02-16, 19:10","2025-02-16, 19:25","59ml, formula"
Feeding,Bottle,"2025-02-16, 17:00","2025-02-16, 17:30","133ml, formula"
Feeding,Bottle,"2025-02-16, 14:50","2025-02-16, 15:10","112ml, formula"
Feeding,Bottle,"2025-02-16, 12:15","2025-02-16, 12:45","132ml, formula"
Feeding,Bottle,"2025-02-16, 08:45","2025-02-16, 09:15","98ml, formula"
Feeding,Bottle,"2025-02-16, 06:00","2025-02-16, 06:20","70ml, formula"
Feeding,Bottle,"2025-02-16, 02:15","2025-02-16, 02:45","108ml, formula"
Feeding,Bottle,"2025-02-15, 22:50","2025-02-15, 23:04","64ml, formula"
Feeding,Bottle,"2025-02-15, 19:00","2025-02-15, 19:30","134ml, formula"
Feeding,Bottle,"2025-02-15, 16:45","2025-02-15, 17:15","119ml, formula"
Feeding,Bottle,"2025-02-15, 14:15","2025-02-15, 14:45","141ml, formula"
Feeding,Bottle,"2025-02-15, 12:00","2025-02-15, 12:30","149ml, formula"
Feeding,Bottle,"2025-02-15, 09:10","2025-02-15, 09:44","125ml, formula"
Feeding,Bottle,"2025-02-15, 07:10","2025-02-15, 07:30","59ml, formula"
Feeding,Bottle,"2025-02-15, 04:00","2025-02-15, 04:15","123ml, formula"
Feeding,Bottle,"2025-02-15, 00:35","2025-02-15, 01:05","57ml, formula"
Feeding,Bottle,"2025-02-14, 20:45","2025-02-14, 21:15","119ml, formula"
Feeding,Bottle,"2025-02-14, 17:45","2025-02-14, 18:15","151ml, formula"
Feeding,Bottle,"2025-02-14, 15:00","2025-02-14, 15:20","133ml, formula"
Feeding,Bottle,"2025-02-14, 12:15","2025-02-14, 12:49","124ml, formula"
Feeding,Bottle,"2025-02-14, 09:30","2025-02-14, 09:50","135ml, formula"
Feeding,Bottle,"2025-02-14, 07:20","2025-02-14, 07:40","66ml, formula"
Feeding,Bottle,"2025-02-14, 03:45","2025-02-14, 04:00","60ml, formula"
Feeding,Bottle,"2025-02-14, 00:50","2025-02-14, 01:20","38ml, formula"
Feeding,Bottle,"2025-02-13, 21:10","2025-02-13, 21:30","103ml, formula"
Feeding,Bottle,"2025-02-13, 18:20","2025-02-13, 18:45","94ml, formula"
Feeding,Bottle,"2025-02-13, 15:30","2025-02-13, 16:00","163ml, formula"
Feeding,Bottle,"2025-02-13, 13:00","2025-02-13, 13:30","113ml, formula"
Feeding,Bottle,"2025-02-13, 09:45","2025-02-13, 10:15","83ml, formula"
Feeding,Bottle,"2025-02-13, 07:30","2025-02-13, 08:00","78ml, formula"
Feeding,Bottle,"2025-02-13, 04:10","2025-02-13, 04:33","89ml, formula"
Feeding,Bottle,"2025-02-13, 00:30","2025-02-13, 01:00","85ml, formula"
Feeding,Bottle,"2025-02-12, 20:50","2025-02-12, 21:10","157ml, formula"
Feeding,Bottle,"2025-02-12, 18:00","2025-02-12, 18:30","144ml, formula"
Feeding,Bottle,"2025-02-12, 14:45","2025-02-12, 15:05","132ml, formula"
Feeding,Bottle,"2025-02-12, 12:05","2025-02-12, 12:35","110ml, formula"
Feeding,Bottle,"2025-02-12, 09:15","2025-02-12, 09:45","81ml, formula"
Feeding,Bottle,"2025-02-12, 06:00","2025-02-12, 06:30","106ml, formula"
Feeding,Bottle,"2025-02-12, 03:00","2025-02-12, 03:30","78ml, formula"
Feeding,Bottle,"2025-02-11, 23:15","2025-02-11, 23:45","70ml, formula"
Feeding,Bottle,"2025-02-11, 20:15","2025-02-11, 20:40","100ml, formula"
Feeding,Bottle,"2025-02-11, 18:15","2025-02-11, 18:45","120ml, formula"
Feeding,Bottle,"2025-02-11, 14:50","2025-02-11, 15:15","166ml, formula"
Feeding,Bottle,"2025-02-11, 11:50","2025-02-11, 12:30","136ml, formula"
Feeding,Bottle,"2025-02-11, 07:50","2025-02-11, 08:20","73ml, formula"
Feeding,Bottle,"2025-02-11, 04:15","2025-02-11, 04:45","78ml, formula"
Feeding,Bottle,"2025-02-11, 00:35","2025-02-11, 00:55","76ml, formula"
Feeding,Bottle,"2025-02-10, 20:40","2025-02-10, 21:00","109ml, formula"
Feeding,Bottle,"2025-02-10, 17:45","2025-02-10, 18:15","162ml, formula"
Feeding,Bottle,"2025-02-10, 14:40","2025-02-10, 15:10","131ml, formula"
Feeding,Bottle,"2025-02-10, 11:15","2025-02-10, 11:45","75ml, formula"
Feeding,Bottle,"2025-02-10, 08:30","2025-02-10, 09:00","102ml, formula"
Feeding,Bottle,"2025-02-10, 06:00","2025-02-10, 06:20","68ml, formula"
Feeding,Bottle,"2025-02-10, 02:20","2025-02-10, 02:50","74ml, formula"
Feeding,Bottle,"2025-02-09, 22:30","2025-02-09, 23:00","38ml, formula"
Feeding,Bottle,"2025-02-09, 20:15","2025-02-09, 20:40","97ml, formula"
Feeding,Bottle,"2025-02-09, 18:00","2025-02-09, 18:20","97ml, formula"
Feeding,Bottle,"2025-02-09, 16:00","2025-02-09, 16:28","67ml, formula"
Feeding,Bottle,"2025-02-09, 13:15","2025-02-09, 13:45","148ml, formula"
Feeding,Bottle,"2025-02-09, 10:20","2025-02-09, 10:50","108ml, formula"
Feeding,Bottle,"2025-02-09, 07:50","2025-02-09, 08:10","91ml, formula"
Feeding,Bottle,"2025-02-09, 04:35","2025-02-09, 05:05","102ml, formula"
Feeding,Bottle,"2025-02-09, 01:00","2025-02-09, 01:25","50ml, formula"
Feeding,Bottle,"2025-02-08, 21:35","2025-02-08, 21:50","95ml, formula"
Feeding,Bottle,"2025-02-08, 18:15","2025-02-08, 18:35","65ml, formula"
Feeding,Bottle,"2025-02-08, 15:45","2025-02-08, 16:15","113ml, formula"
Feeding,Bottle,"2025-02-08, 13:15","2025-02-08, 13:45","92ml, formula"
Feeding,Bottle,"2025-02-08, 10:50","2025-02-08, 11:20","130ml, formula"
Feeding,Bottle,"2025-02-08, 08:15","2025-02-08, 08:45","120ml, formula"
Feeding,Bottle,"2025-02-08, 04:20","2025-02-08, 04:50","124ml, formula"
Feeding,Bottle,"2025-02-08, 01:25","2025-02-08, 01:40","76ml, formula"
Feeding,Bottle,"2025-02-07, 21:30","2025-02-07, 22:00","103ml, formula"
Feeding,Bottle,"2025-02-07, 19:30","2025-02-07, 20:00","126ml, formula"
Feeding,Bottle,"2025-02-07, 17:00","2025-02-07, 17:30","150ml, formula"
Feeding,Bottle,"2025-02-07, 14:00","2025-02-07, 14:30","143ml, formula"
Feeding,Bottle,"2025-02-07, 11:55","2025-02-07, 12:15","90ml, formula"
Feeding,Bottle,"2025-02-07, 09:30","2025-02-07, 10:20","112ml, formula"
Feeding,Bottle,"2025-02-07, 07:25","2025-02-07, 07:40","49ml, formula"
Feeding,Bottle,"2025-02-07, 04:10","2025-02-07, 04:50","73ml, formula"
Feeding,Bottle,"2025-02-07, 01:10","2025-02-07, 01:20","33ml, formula"
Feeding,Bottle,"2025-02-06, 21:15","2025-02-06, 21:45","112ml, formula"
Feeding,Bottle,"2025-02-06, 18:45","2025-02-06, 19:15","155ml, formula"
Feeding,Bottle,"2025-02-06, 16:15","2025-02-06, 16:45","153ml, formula"
Feeding,Bottle,"2025-02-06, 13:15","2025-02-06, 13:45","101ml, formula"
Feeding,Bottle,"2025-02-06, 11:10","2025-02-06, 11:40","62ml, formula"
Feeding,Bottle,"2025-02-06, 08:25","2025-02-06, 08:55","83ml, formula"
Feeding,Bottle,"2025-02-06, 05:20","2025-02-06, 05:50","80ml, formula"
Feeding,Bottle,"2025-02-06, 01:40","2025-02-06, 01:55","69ml, formula"
Feeding,Bottle,"2025-02-05, 22:00","2025-02-05, 22:15","42ml, formula"
Feeding,Bottle,"2025-02-05, 19:45","2025-02-05, 20:15","137ml, formula"
Feeding,Bottle,"2025-02-05, 17:15","2025-02-05, 17:30","133ml, formula"
Feeding,Bottle,"2025-02-05, 15:20","2025-02-05, 15:35","56ml, formula"
Feeding,Bottle,"2025-02-05, 13:30","2025-02-05, 14:00","71ml, formula"
Feeding,Bottle,"2025-02-05, 11:30","2025-02-05, 11:45","63ml, formula"
Feeding,Bottle,"2025-02-05, 09:10","2025-02-05, 09:50","110ml, formula"
Feeding,Bottle,"2025-02-05, 06:50","2025-02-05, 07:10","71ml, formula"
Feeding,Bottle,"2025-02-05, 03:10","2025-02-05, 03:40","76ml, formula"
Feeding,Bottle,"2025-02-04, 23:40","2025-02-04, 23:50","41ml, formula"
Feeding,Bottle,"2025-02-04, 19:40","2025-02-04, 20:10","118ml, formula"
Feeding,Bottle,"2025-02-04, 17:45","2025-02-04, 18:10","74ml, formula"
Feeding,Bottle,"2025-02-04, 15:50","2025-02-04, 16:05","102ml, formula"
Feeding,Bottle,"2025-02-04, 13:15","2025-02-04, 13:45","79ml, formula"
Feeding,Bottle,"2025-02-04, 11:15","2025-02-04, 11:30","72ml, formula"
