Activity,Type,Start,Finish,Details,,,
Feeding,Bottle,"2025-04-06, 02:20","2025-04-06, 02:30","110ml, formula",,,110
Feeding,Bottle,"2025-04-05, 20:25","2025-04-05, 20:35","140ml, formula",,,140
Feeding,Bottle,"2025-04-05, 18:00","2025-04-05, 18:10","120ml, formula",,,120
Feeding,Bottle,"2025-04-05, 14:45","2025-04-05, 15:08","120ml, formula",,,120
Feeding,Bottle,"2025-04-05, 12:10","2025-04-05, 12:20","90ml, formula",,,90
Feeding,Bottle,"2025-04-05, 08:50","2025-04-05, 09:30","100ml, formula",,,100
Feeding,Bottle,"2025-04-05, 04:55","2025-04-05, 05:05","70ml, formula",,,70
Feeding,Bottle,"2025-04-04, 23:10","2025-04-04, 23:20","45ml, formula",,,45
Feeding,Bottle,"2025-04-04, 18:40","2025-04-04, 18:55","130ml, formula",,,130
Feeding,Bottle,"2025-04-04, 15:50","2025-04-04, 16:00","100ml, formula",,,100
Feeding,Bottle,"2025-04-04, 12:15","2025-04-04, 12:30","120ml, formula",,,120
Feeding,Bottle,"2025-04-04, 09:05","2025-04-04, 09:45","120ml, formula",,,120
Feeding,Bottle,"2025-04-04, 04:55","2025-04-04, 05:10","110ml, formula",,,110
Feeding,Bottle,"2025-04-03, 23:00","2025-04-03, 23:10","50ml, formula",,,50
Feeding,Bottle,"2025-04-03, 19:50","2025-04-03, 20:05","155ml, formula",,,155
Feeding,Bottle,"2025-04-03, 15:35","2025-04-03, 16:15","120ml, formula",,,120
Feeding,Bottle,"2025-04-03, 11:50","2025-04-03, 12:43","100ml, formula",,,100
Feeding,Bottle,"2025-04-03, 08:35","2025-04-03, 09:25","140ml, formula",,,140
Feeding,Bottle,"2025-04-03, 03:55","2025-04-03, 04:10","130ml, formula",,,130
Feeding,Bottle,"2025-04-02, 22:00","2025-04-02, 22:10","90ml, formula",,,90
Feeding,Bottle,"2025-04-02, 16:50","2025-04-02, 18:00","130ml, formula",,,130
Feeding,Bottle,"2025-04-02, 13:35","2025-04-02, 13:45","135ml, formula",,,135
Feeding,Bottle,"2025-04-02, 10:35","2025-04-02, 10:45","90ml, formula",,,90
Feeding,Bottle,"2025-04-02, 07:30","2025-04-02, 07:45","100ml, formula",,,100
Feeding,Bottle,"2025-04-02, 03:45","2025-04-02, 03:55","110ml, formula",,,110
Feeding,Bottle,"2025-04-01, 22:40","2025-04-01, 22:50","60ml, formula",,,60
Feeding,Bottle,"2025-04-01, 18:35","2025-04-01, 18:45","100ml, formula",,,100
Feeding,Bottle,"2025-04-01, 16:25","2025-04-01, 17:00","130ml, formula",,,130
Feeding,Bottle,"2025-04-01, 13:10","2025-04-01, 14:00","120ml, formula",,,120
Feeding,Bottle,"2025-04-01, 10:10","2025-04-01, 10:25","155ml, formula",,,155
Feeding,Bottle,"2025-04-01, 07:10","2025-04-01, 07:20","95ml, formula",,,95
Feeding,Bottle,"2025-04-01, 03:00","2025-04-01, 03:05","80ml, formula",,,80
Feeding,Bottle,"2025-03-31, 22:55","2025-03-31, 23:00","50ml, formula",,,50
Feeding,Bottle,"2025-03-31, 19:20","2025-03-31, 19:30","125ml, formula",,,125
Feeding,Bottle,"2025-03-31, 16:20","2025-03-31, 16:39","130ml, formula",,,130
Feeding,Bottle,"2025-03-31, 13:10","2025-03-31, 13:20","130ml, formula",,,130
Feeding,Bottle,"2025-03-31, 09:50","2025-03-31, 10:05","140ml, formula",,,140
Feeding,Bottle,"2025-03-31, 06:10","2025-03-31, 06:25","70ml, formula",,,70
Feeding,Bottle,"2025-03-31, 02:55","2025-03-31, 03:05","110ml, formula",,,110
Feeding,Bottle,"2025-03-30, 21:00","2025-03-30, 21:15","80ml, formula",,,80
Feeding,Bottle,"2025-03-30, 17:45","2025-03-30, 19:00","100ml, formula",,,100
Feeding,Bottle,"2025-03-30, 14:50","2025-03-30, 15:08","160ml, formula",,,160
Feeding,Bottle,"2025-03-30, 11:50","2025-03-30, 12:05","130ml, formula",,,130
Feeding,Bottle,"2025-03-30, 07:30","2025-03-30, 07:45","130ml, formula",,,130
Feeding,Bottle,"2025-03-30, 03:00","2025-03-30, 03:15","110ml, formula",,,110
Feeding,Bottle,"2025-03-29, 21:20","2025-03-29, 21:35","75ml, formula",,,75
Feeding,Bottle,"2025-03-29, 18:00","2025-03-29, 18:45","160ml, formula",,,160
Feeding,Bottle,"2025-03-29, 15:00","2025-03-29, 15:10","120ml, formula",,,120
Feeding,Bottle,"2025-03-29, 11:20","2025-03-29, 11:40","160ml, formula",,,160
Feeding,Bottle,"2025-03-29, 08:20","2025-03-29, 08:40","80ml, formula",,,80
Feeding,Bottle,"2025-03-29, 04:20","2025-03-29, 04:35","130ml, formula",,,130
Feeding,Bottle,"2025-03-28, 22:30","2025-03-28, 23:00","150ml, formula",,,150
Feeding,Bottle,"2025-03-28, 17:45","2025-03-28, 18:15","155ml, formula",,,155
Feeding,Bottle,"2025-03-28, 14:35","2025-03-28, 14:48","110ml, formula",,,110
Feeding,Bottle,"2025-03-28, 12:00","2025-03-28, 12:15","130ml, formula",,,130
Feeding,Bottle,"2025-03-28, 08:30","2025-03-28, 08:45","110ml, formula",,,110
Feeding,Bottle,"2025-03-28, 05:20","2025-03-28, 05:30","45ml, formula",,,45
Feeding,Bottle,"2025-03-28, 01:55","2025-03-28, 02:05","130ml, formula",,,130
Feeding,Bottle,"2025-03-27, 20:00","2025-03-27, 20:10","160ml, formula",,,160
Feeding,Bottle,"2025-03-27, 17:00","2025-03-27, 17:09","130ml, formula",,,130
Feeding,Bottle,"2025-03-27, 13:10","2025-03-27, 13:25","130ml, formula",,,130
Feeding,Bottle,"2025-03-27, 10:30","2025-03-27, 10:45","90ml, formula",,,90
Feeding,Bottle,"2025-03-27, 07:00","2025-03-27, 07:10","90ml, formula",,,90
Feeding,Bottle,"2025-03-27, 02:20","2025-03-27, 02:30","120ml, formula",,,120
Feeding,Bottle,"2025-03-26, 20:25","2025-03-26, 20:35","120ml, formula",,,120
Feeding,Bottle,"2025-03-26, 17:00","2025-03-26, 17:10","160ml, formula",,,160
Feeding,Bottle,"2025-03-26, 13:15","2025-03-26, 13:30","160ml, formula",,,160
Feeding,Bottle,"2025-03-26, 10:45","2025-03-26, 11:02","100ml, formula",,,100
Feeding,Bottle,"2025-03-26, 06:30","2025-03-26, 06:40","110ml, formula",,,110
Feeding,Bottle,"2025-03-26, 02:20","2025-03-26, 02:30","110ml, formula",,,110
Feeding,Bottle,"2025-03-25, 20:30","2025-03-25, 20:45","150ml, formula",,,150
Feeding,Bottle,"2025-03-25, 16:20","2025-03-25, 16:30","155ml, formula",,,155
Feeding,Bottle,"2025-03-25, 13:15","2025-03-25, 13:30","140ml, formula",,,140
Feeding,Bottle,"2025-03-25, 09:45","2025-03-25, 10:21","90ml, formula",,,90
Feeding,Bottle,"2025-03-25, 06:35","2025-03-25, 06:50","110ml, formula",,,110
Feeding,Bottle,"2025-03-25, 02:20","2025-03-25, 02:30","90ml, formula",,,90
Feeding,Bottle,"2025-03-24, 20:25","2025-03-24, 20:40","140ml, formula",,,140
Feeding,Bottle,"2025-03-24, 17:15","2025-03-24, 17:45","140ml, formula",,,140
Feeding,Bottle,"2025-03-24, 13:30","2025-03-24, 13:45","150ml, formula",,,150
Feeding,Bottle,"2025-03-24, 10:10","2025-03-24, 10:50","130ml, formula",,,130
Feeding,Bottle,"2025-03-24, 07:10","2025-03-24, 07:20","140ml, formula",,,140
Feeding,Bottle,"2025-03-24, 02:55","2025-03-24, 03:09","70ml, formula",,,70
Feeding,Bottle,"2025-03-23, 20:50","2025-03-23, 21:05","150ml, formula",,,150
Feeding,Bottle,"2025-03-23, 17:00","2025-03-23, 17:15","90ml, formula",,,90
Feeding,Bottle,"2025-03-23, 13:35","2025-03-23, 13:55","150ml, formula",,,150
Feeding,Bottle,"2025-03-23, 10:10","2025-03-23, 10:30","160ml, formula",,,160
Feeding,Bottle,"2025-03-23, 07:10","2025-03-23, 07:25","120ml, formula",,,120
Feeding,Bottle,"2025-03-23, 02:55","2025-03-23, 03:10","110ml, formula",,,110
Feeding,Bottle,"2025-03-22, 21:00","2025-03-22, 21:10","50ml, formula",,,50
Feeding,Bottle,"2025-03-22, 17:50","2025-03-22, 18:10","155ml, formula",,,155
Feeding,Bottle,"2025-03-22, 14:30","2025-03-22, 14:40","130ml, formula",,,130
Feeding,Bottle,"2025-03-22, 11:30","2025-03-22, 11:50","160ml, formula",,,160
Feeding,Bottle,"2025-03-22, 07:30","2025-03-22, 07:45","100ml, formula",,,100
Feeding,Bottle,"2025-03-22, 03:00","2025-03-22, 03:15","120ml, formula",,,120
Feeding,Bottle,"2025-03-21, 22:00","2025-03-21, 22:10","50ml, formula",,,50
Feeding,Bottle,"2025-03-21, 18:50","2025-03-21, 19:11","160ml, formula",,,160
Feeding,Bottle,"2025-03-21, 15:40","2025-03-21, 16:00","160ml, formula",,,160
Feeding,Bottle,"2025-03-21, 12:30","2025-03-21, 12:45","160ml, formula",,,160
Feeding,Bottle,"2025-03-21, 08:50","2025-03-21, 09:05","110ml, formula",,,110
Feeding,Bottle,"2025-03-21, 05:10","2025-03-21, 05:25","120ml, formula",,,120
Feeding,Bottle,"2025-03-20, 22:35","2025-03-20, 22:47","30ml, formula",,,30
Feeding,Bottle,"2025-03-20, 18:50","2025-03-20, 19:05","150ml, formula",,,150
Feeding,Bottle,"2025-03-20, 15:35","2025-03-20, 15:50","140ml, formula",,,140
Feeding,Bottle,"2025-03-20, 11:30","2025-03-20, 12:00","160ml, formula",,,160
Feeding,Bottle,"2025-03-20, 08:05","2025-03-20, 08:20","155ml, formula",,,155
Feeding,Bottle,"2025-03-20, 04:15","2025-03-20, 04:30","100ml, formula",,,100
Feeding,Bottle,"2025-03-19, 21:30","2025-03-19, 21:40","60ml, formula",,,60
Feeding,Bottle,"2025-03-19, 18:45","2025-03-19, 19:00","160ml, formula",,,160
Feeding,Bottle,"2025-03-19, 15:35","2025-03-19, 16:58","155ml, formula",,,155
Feeding,Bottle,"2025-03-19, 12:05","2025-03-19, 12:30","110ml, formula",,,110
Feeding,Bottle,"2025-03-19, 08:20","2025-03-19, 08:50","160ml, formula",,,160
Feeding,Bottle,"2025-03-19, 03:25","2025-03-19, 03:40","90ml, formula",,,90
Feeding,Bottle,"2025-03-18, 22:20","2025-03-18, 22:35","65ml, formula",,,65
Feeding,Bottle,"2025-03-18, 18:40","2025-03-18, 18:55","160ml, formula",,,160
Feeding,Bottle,"2025-03-18, 15:15","2025-03-18, 15:58","120ml, formula",,,120
Feeding,Bottle,"2025-03-18, 11:40","2025-03-18, 12:00","160ml, formula",,,160
Feeding,Bottle,"2025-03-18, 08:00","2025-03-18, 08:30","120ml, formula",,,120
Feeding,Bottle,"2025-03-18, 03:40","2025-03-18, 03:50","120ml, formula",,,120
Feeding,Bottle,"2025-03-17, 20:50","2025-03-17, 21:00","90ml, formula",,,90
Feeding,Bottle,"2025-03-17, 16:50","2025-03-17, 17:10","160ml, formula",,,160
Feeding,Bottle,"2025-03-17, 13:50","2025-03-17, 14:00","160ml, formula",,,160
Feeding,Bottle,"2025-03-17, 10:40","2025-03-17, 10:50","155ml, formula",,,155
Feeding,Bottle,"2025-03-17, 08:00","2025-03-17, 08:15","100ml, formula",,,100
Feeding,Bottle,"2025-03-17, 03:10","2025-03-17, 03:20","60ml, formula",,,60
Feeding,Bottle,"2025-03-16, 20:20","2025-03-16, 20:35","100ml, formula",,,100
Feeding,Bottle,"2025-03-16, 16:45","2025-03-16, 17:10","145ml, formula",,,145
Feeding,Bottle,"2025-03-16, 13:40","2025-03-16, 14:56","160ml, formula",,,160
Feeding,Bottle,"2025-03-16, 10:25","2025-03-16, 10:35","150ml, formula",,,150
Feeding,Bottle,"2025-03-16, 07:05","2025-03-16, 07:15","110ml, formula",,,110
Feeding,Bottle,"2025-03-16, 01:20","2025-03-16, 01:25","60ml, formula",,,60
Feeding,Bottle,"2025-03-15, 19:50","2025-03-15, 20:10","120ml, formula",,,120
Feeding,Bottle,"2025-03-15, 16:40","2025-03-15, 16:50","160ml, formula",,,160
Feeding,Bottle,"2025-03-15, 13:30","2025-03-15, 13:45","130ml, formula",,,130
Feeding,Bottle,"2025-03-15, 10:10","2025-03-15, 10:20","120ml, formula",,,120
Feeding,Bottle,"2025-03-15, 07:00","2025-03-15, 07:30","110ml, formula",,,110
Feeding,Bottle,"2025-03-15, 03:30","2025-03-15, 03:36","30ml, formula",,,30
Feeding,Bottle,"2025-03-14, 21:10","2025-03-14, 21:40","65ml, formula",,,65
Feeding,Bottle,"2025-03-14, 17:30","2025-03-14, 18:00","150ml, formula",,,150
Feeding,Bottle,"2025-03-14, 14:30","2025-03-14, 14:45","150ml, formula",,,150
Feeding,Bottle,"2025-03-14, 11:40","2025-03-14, 12:00","155ml, formula",,,155
Feeding,Bottle,"2025-03-14, 08:00","2025-03-14, 08:15","75ml, formula",,,75
Feeding,Bottle,"2025-03-14, 06:45","2025-03-14, 07:00","45ml, formula",,,45
Feeding,Bottle,"2025-03-14, 02:45","2025-03-14, 03:00","70ml, formula",,,70
Feeding,Bottle,"2025-03-13, 20:20","2025-03-13, 20:50","140ml, formula",,,140
Feeding,Bottle,"2025-03-13, 16:25","2025-03-13, 16:40","150ml, formula",,,150
Feeding,Bottle,"2025-03-13, 13:20","2025-03-13, 13:40","130ml, formula",,,130
Feeding,Bottle,"2025-03-13, 10:10","2025-03-13, 10:25","135ml, formula",,,135
Feeding,Bottle,"2025-03-13, 07:30","2025-03-13, 07:45","100ml, formula",,,100
Feeding,Bottle,"2025-03-13, 02:25","2025-03-13, 02:45","110ml, formula",,,110
Feeding,Bottle,"2025-03-12, 20:15","2025-03-12, 20:30","110ml, formula",,,110
Feeding,Bottle,"2025-03-12, 17:00","2025-03-12, 17:10","150ml, formula",,,150
Feeding,Bottle,"2025-03-12, 14:00","2025-03-12, 14:40","150ml, formula",,,150
Feeding,Bottle,"2025-03-12, 10:40","2025-03-12, 11:00","150ml, formula",,,150
Feeding,Bottle,"2025-03-12, 07:10","2025-03-12, 07:15","70ml, formula",,,70
Feeding,Bottle,"2025-03-12, 03:20","2025-03-12, 03:25","70ml, formula",,,70
Feeding,Bottle,"2025-03-11, 20:00","2025-03-11, 20:10","100ml, formula",,,100
Feeding,Bottle,"2025-03-11, 16:50","2025-03-11, 16:55","120ml, formula",,,120
Feeding,Bottle,"2025-03-11, 14:00","2025-03-11, 14:15","100ml, formula",,,100
Feeding,Bottle,"2025-03-11, 11:05","2025-03-11, 11:15","80ml, formula",,,80
Feeding,Bottle,"2025-03-11, 09:50","2025-03-11, 10:00","40ml, formula",,,40
Feeding,Bottle,"2025-03-11, 07:20","2025-03-11, 07:35","80ml, formula",,,80
Feeding,Bottle,"2025-03-11, 02:10","2025-03-11, 02:30","50ml, formula",,,50
Feeding,Bottle,"2025-03-10, 20:15","2025-03-10, 20:30","110ml, formula",,,110
Feeding,Bottle,"2025-03-10, 17:10","2025-03-10, 17:25","120ml, formula",,,120
Feeding,Bottle,"2025-03-10, 14:15","2025-03-10, 14:40","110ml, formula",,,110
Feeding,Bottle,"2025-03-10, 11:15","2025-03-10, 11:30","120ml, formula",,,120
Feeding,Bottle,"2025-03-10, 08:15","2025-03-10, 08:45","80ml, formula",,,80
Feeding,Bottle,"2025-03-10, 03:40","2025-03-10, 03:55","80ml, formula",,,80
Feeding,Bottle,"2025-03-09, 22:15","2025-03-09, 22:30","110ml, formula",,,110
Feeding,Bottle,"2025-03-09, 19:15","2025-03-09, 19:25","110ml, formula",,,110
Feeding,Bottle,"2025-03-09, 16:30","2025-03-09, 16:40","120ml, formula",,,120
Feeding,Bottle,"2025-03-09, 13:30","2025-03-09, 13:45","120ml, formula",,,120
Feeding,Bottle,"2025-03-09, 10:30","2025-03-09, 10:40","120ml, formula",,,120
Feeding,Bottle,"2025-03-09, 07:10","2025-03-09, 07:25","80ml, formula",,,80
Feeding,Bottle,"2025-03-09, 02:55","2025-03-09, 03:10","90ml, formula",,,90
Feeding,Bottle,"2025-03-08, 22:00","2025-03-08, 22:15","60ml, formula",,,60
Feeding,Bottle,"2025-03-08, 19:00","2025-03-08, 19:15","100ml, formula",,,100
Feeding,Bottle,"2025-03-08, 16:05","2025-03-08, 16:15","100ml, formula",,,100
Feeding,Bottle,"2025-03-08, 13:15","2025-03-08, 13:45","100ml, formula",,,100
Feeding,Bottle,"2025-03-08, 10:55","2025-03-08, 11:15","120ml, formula",,,120
Feeding,Bottle,"2025-03-08, 08:45","2025-03-08, 09:10","120ml, formula",,,120
Feeding,Bottle,"2025-03-08, 05:45","2025-03-08, 05:55","60ml, formula",,,60
Feeding,Bottle,"2025-03-08, 01:35","2025-03-08, 01:50","100ml, formula",,,100
Feeding,Bottle,"2025-03-07, 21:15","2025-03-07, 21:45","50ml, formula",,,50
Feeding,Bottle,"2025-03-07, 19:00","2025-03-07, 19:15","110ml, formula",,,110
Feeding,Bottle,"2025-03-07, 16:45","2025-03-07, 17:05","110ml, formula",,,110
Feeding,Bottle,"2025-03-07, 14:20","2025-03-07, 14:30","60ml, formula",,,60
Feeding,Bottle,"2025-03-07, 12:00","2025-03-07, 12:25","70ml, formula",,,70
Feeding,Bottle,"2025-03-07, 09:50","2025-03-07, 10:00","120ml, formula",,,120
Feeding,Bottle,"2025-03-07, 07:15","2025-03-07, 07:30","60ml, formula",,,60
Feeding,Bottle,"2025-03-07, 03:10","2025-03-07, 03:20","80ml, formula",,,80
Feeding,Bottle,"2025-03-06, 21:25","2025-03-06, 21:40","80ml, formula",,,80
Feeding,Bottle,"2025-03-06, 19:05","2025-03-06, 19:54","95ml, formula",,,95
Feeding,Bottle,"2025-03-06, 17:05","2025-03-06, 17:25","85ml, formula",,,85
Feeding,Bottle,"2025-03-06, 14:40","2025-03-06, 14:55","110ml, formula",,,110
Feeding,Bottle,"2025-03-06, 12:20","2025-03-06, 12:35","110ml, formula",,,110
Feeding,Bottle,"2025-03-06, 10:00","2025-03-06, 10:10","120ml, formula",,,120
Feeding,Bottle,"2025-03-06, 07:15","2025-03-06, 07:45","100ml, formula",,,100
Feeding,Bottle,"2025-03-06, 03:35","2025-03-06, 03:45","55ml, formula",,,55
Feeding,Bottle,"2025-03-05, 21:40","2025-03-05, 21:50","90ml, formula",,,90
Feeding,Bottle,"2025-03-05, 19:25","2025-03-05, 19:35","60ml, formula",,,60
Feeding,Bottle,"2025-03-05, 17:30","2025-03-05, 18:30","120ml, formula",,,120
Feeding,Bottle,"2025-03-05, 15:10","2025-03-05, 15:20","100ml, formula",,,100
Feeding,Bottle,"2025-03-05, 12:00","2025-03-05, 12:15","100ml, formula",,,100
Feeding,Bottle,"2025-03-05, 09:40","2025-03-05, 09:50","120ml, formula",,,120
Feeding,Bottle,"2025-03-05, 05:40","2025-03-05, 05:55","80ml, formula",,,80
Feeding,Bottle,"2025-03-05, 02:10","2025-03-05, 02:20","60ml, formula",,,60
Feeding,Bottle,"2025-03-04, 21:00","2025-03-04, 21:15","80ml, formula",,,80
Feeding,Bottle,"2025-03-04, 19:00","2025-03-04, 19:10","50ml, formula",,,50
Feeding,Bottle,"2025-03-04, 18:30","2025-03-04, 18:40","70ml, formula",,,70
Feeding,Bottle,"2025-03-04, 16:30","2025-03-04, 16:40","110ml, formula",,,110
Feeding,Bottle,"2025-03-04, 14:00","2025-03-04, 14:10","60ml, formula",,,60
Feeding,Bottle,"2025-03-04, 12:55","2025-03-04, 13:00","50ml, formula",,,50
Feeding,Bottle,"2025-03-04, 10:45","2025-03-04, 11:00","110ml, formula",,,110
Feeding,Bottle,"2025-03-04, 09:00","2025-03-04, 09:15","90ml, formula",,,90
Feeding,Bottle,"2025-03-04, 05:15","2025-03-04, 05:25","95ml, formula",,,95
Feeding,Bottle,"2025-03-04, 01:40","2025-03-04, 02:01","60ml, formula",,,60
Feeding,Bottle,"2025-03-03, 20:10","2025-03-03, 20:25","110ml, formula",,,110
Feeding,Bottle,"2025-03-03, 17:30","2025-03-03, 17:40","120ml, formula",,,120
Feeding,Bottle,"2025-03-03, 15:15","2025-03-03, 15:30","70ml, formula",,,70
Feeding,Bottle,"2025-03-03, 12:35","2025-03-03, 12:49","120ml, formula",,,120
Feeding,Bottle,"2025-03-03, 09:50","2025-03-03, 10:00","120ml, formula",,,120
Feeding,Bottle,"2025-03-03, 07:30","2025-03-03, 07:50","80ml, formula",,,80
Feeding,Bottle,"2025-03-03, 05:45","2025-03-03, 05:50","40ml, formula",,,40
Feeding,Bottle,"2025-03-03, 02:15","2025-03-03, 02:30","50ml, formula",,,50
Feeding,Bottle,"2025-03-02, 21:15","2025-03-02, 21:25","20ml, formula",,,20
Feeding,Bottle,"2025-03-02, 20:10","2025-03-02, 20:30","40ml, formula",,,40
Feeding,Bottle,"2025-03-02, 17:55","2025-03-02, 18:25","120ml, formula",,,120
Feeding,Bottle,"2025-03-02, 15:15","2025-03-02, 15:30","100ml, formula",,,100
Feeding,Bottle,"2025-03-02, 13:15","2025-03-02, 13:30","120ml, formula",,,120
Feeding,Bottle,"2025-03-02, 10:30","2025-03-02, 10:40","60ml, formula",,,60
Feeding,Bottle,"2025-03-02, 08:15","2025-03-02, 08:30","120ml, formula",,,120
Feeding,Bottle,"2025-03-02, 04:25","2025-03-02, 04:40","80ml, formula",,,80
Feeding,Bottle,"2025-03-02, 01:45","2025-03-02, 02:00","65ml, formula",,,65
Feeding,Bottle,"2025-03-01, 19:55","2025-03-01, 20:05","65ml, formula",,,65
Feeding,Bottle,"2025-03-01, 17:40","2025-03-01, 17:55","120ml, formula",,,120
Feeding,Bottle,"2025-03-01, 15:20","2025-03-01, 15:35","120ml, formula",,,120
Feeding,Bottle,"2025-03-01, 12:30","2025-03-01, 12:45","110ml, formula",,,110
Feeding,Bottle,"2025-03-01, 10:20","2025-03-01, 10:30","60ml, formula",,,60
Feeding,Bottle,"2025-03-01, 08:30","2025-03-01, 08:49","80ml, formula",,,80
Feeding,Bottle,"2025-03-01, 06:00","2025-03-01, 06:10","40ml, formula",,,40
Feeding,Bottle,"2025-03-01, 02:10","2025-03-01, 02:30","80ml, formula",,,80
Feeding,Bottle,"2025-02-28, 20:25","2025-02-28, 20:35","90ml, formula",,,90
Feeding,Bottle,"2025-02-28, 18:20","2025-02-28, 18:30","80ml, formula",,,80
Feeding,Bottle,"2025-02-28, 15:45","2025-02-28, 16:00","110ml, formula",,,110
Feeding,Bottle,"2025-02-28, 13:05","2025-02-28, 13:15","80ml, formula",,,80
Feeding,Bottle,"2025-02-28, 11:20","2025-02-28, 11:30","70ml, formula",,,70
Feeding,Bottle,"2025-02-28, 09:15","2025-02-28, 09:25","100ml, formula",,,100
Feeding,Bottle,"2025-02-28, 07:15","2025-02-28, 07:25","60ml, formula",,,60
Feeding,Bottle,"2025-02-28, 03:20","2025-02-28, 03:30","120ml, formula",,,120
Feeding,Bottle,"2025-02-27, 21:00","2025-02-27, 22:00","80ml, formula",,,80
Feeding,Bottle,"2025-02-27, 18:10","2025-02-27, 18:57","110ml, formula",,,110
Feeding,Bottle,"2025-02-27, 15:20","2025-02-27, 15:30","70ml, formula",,,70
Feeding,Bottle,"2025-02-27, 12:45","2025-02-27, 13:00","100ml, formula",,,100
Feeding,Bottle,"2025-02-27, 10:15","2025-02-27, 10:30","100ml, formula",,,100
Feeding,Bottle,"2025-02-27, 07:10","2025-02-27, 07:30","90ml, formula",,,90
Feeding,Bottle,"2025-02-27, 04:10","2025-02-27, 04:20","70ml, formula",,,70
Feeding,Bottle,"2025-02-26, 22:00","2025-02-26, 22:20","70ml, formula",,,70
Feeding,Bottle,"2025-02-26, 19:05","2025-02-26, 19:25","110ml, formula",,,110
Feeding,Bottle,"2025-02-26, 16:30","2025-02-26, 16:50","100ml, formula",,,100
Feeding,Bottle,"2025-02-26, 14:20","2025-02-26, 14:30","100ml, formula",,,100
Feeding,Bottle,"2025-02-26, 12:00","2025-02-26, 12:15","110ml, formula",,,110
Feeding,Bottle,"2025-02-26, 09:00","2025-02-26, 09:15","120ml, formula",,,120
Feeding,Bottle,"2025-02-26, 06:10","2025-02-26, 06:30","60ml, formula",,,60
Feeding,Bottle,"2025-02-26, 03:15","2025-02-26, 03:25","110ml, formula",,,110
Feeding,Bottle,"2025-02-25, 23:45","2025-02-25, 23:55","40ml, formula",,,40
Feeding,Bottle,"2025-02-25, 20:00","2025-02-25, 20:15","100ml, formula",,,100
Feeding,Bottle,"2025-02-25, 17:25","2025-02-25, 17:40","110ml, formula",,,110
Feeding,Bottle,"2025-02-25, 15:45","2025-02-25, 16:00","90ml, formula",,,90
Feeding,Bottle,"2025-02-25, 12:30","2025-02-25, 13:17","70ml, formula",,,70
Feeding,Bottle,"2025-02-25, 09:15","2025-02-25, 09:30","90ml, formula",,,90
Feeding,Bottle,"2025-02-25, 06:30","2025-02-25, 06:45","100ml, formula",,,100
Feeding,Bottle,"2025-02-25, 03:10","2025-02-25, 03:30","40ml, formula",,,40
Feeding,Bottle,"2025-02-24, 22:45","2025-02-24, 23:00","90ml, formula",,,90
Feeding,Bottle,"2025-02-24, 21:00","2025-02-24, 21:15","45ml, formula",,,45
Feeding,Bottle,"2025-02-24, 18:30","2025-02-24, 18:37","110ml, formula",,,110
Feeding,Bottle,"2025-02-24, 16:50","2025-02-24, 17:00","70ml, formula",,,70
Feeding,Bottle,"2025-02-24, 14:10","2025-02-24, 14:25","80ml, formula",,,80
Feeding,Bottle,"2025-02-24, 11:00","2025-02-24, 11:15","60ml, formula",,,60
Feeding,Bottle,"2025-02-24, 08:10","2025-02-24, 08:30","80ml, formula",,,80
Feeding,Bottle,"2025-02-24, 04:30","2025-02-24, 04:45","100ml, formula",,,100
Feeding,Bottle,"2025-02-24, 00:00","2025-02-24, 00:15","95ml, formula",,,95
Feeding,Bottle,"2025-02-23, 20:40","2025-02-23, 20:55","120ml, formula",,,120
Feeding,Bottle,"2025-02-23, 17:45","2025-02-23, 18:15","120ml, formula",,,120
Feeding,Bottle,"2025-02-23, 15:10","2025-02-23, 15:25","90ml, formula",,,90
Feeding,Bottle,"2025-02-23, 12:15","2025-02-23, 12:30","100ml, formula",,,100
Feeding,Bottle,"2025-02-23, 10:15","2025-02-23, 10:35","90ml, formula",,,90
Feeding,Bottle,"2025-02-23, 07:55","2025-02-23, 08:25","110ml, formula",,,110
Feeding,Bottle,"2025-02-23, 04:05","2025-02-23, 04:35","80ml, formula",,,80
Feeding,Bottle,"2025-02-23, 02:00","2025-02-23, 02:05","20ml, formula",,,20
Feeding,Bottle,"2025-02-22, 22:20","2025-02-22, 22:35","110ml, formula",,,110
Feeding,Bottle,"2025-02-22, 19:45","2025-02-22, 20:00","110ml, formula",,,110
Feeding,Bottle,"2025-02-22, 17:30","2025-02-22, 17:45","110ml, formula",,,110
Feeding,Bottle,"2025-02-22, 15:30","2025-02-22, 15:45","110ml, formula",,,110
Feeding,Bottle,"2025-02-22, 12:40","2025-02-22, 13:00","80ml, formula",,,80
Feeding,Bottle,"2025-02-22, 09:40","2025-02-22, 10:20","120ml, formula",,,120
Feeding,Bottle,"2025-02-22, 07:10","2025-02-22, 07:25","70ml, formula",,,70
Feeding,Bottle,"2025-02-22, 03:35","2025-02-22, 03:45","80ml, formula",,,80
Feeding,Bottle,"2025-02-22, 00:05","2025-02-22, 00:20","30ml, formula",,,30
Feeding,Bottle,"2025-02-21, 20:30","2025-02-21, 20:45","90ml, formula",,,90
Feeding,Bottle,"2025-02-21, 18:25","2025-02-21, 18:40","100ml, formula",,,100
Feeding,Bottle,"2025-02-21, 16:00","2025-02-21, 16:20","80ml, formula",,,80
Feeding,Bottle,"2025-02-21, 13:45","2025-02-21, 13:55","60ml, formula",,,60
